boleta_id,filename,Fecha,codigo_SKU,Cantidad_unidades,Valor_Unitario,Cantidad_comprada_X_Valor_Unitario,Descripcion_producto,Total_a_pagar_producto,Descripcion_Oferta,Cantidad_reducida_del_total,Categoria
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802225688994,1,1559.0,1 X $1559,G. CRACKER 270GR,1559.0,,0.0,Snacks y Dulces
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802300785891,1,4590.0,1 X $4590,SALS MALL PX6,4590.0,TMP OFERTA - 3490 J,-1100.0,Aceites y Condimentos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802410102120,1,989.0,1 X $989,OREGANO ENTERO GOU,989.0,,0.0,Aceites y Condimentos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802420006937,1,519.0,1 X $519,CURCUMA EDRA 16 GR,519.0,,0.0,Aceites y Condimentos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802575001832,2,1090.0,2 X $1090,MOSTACCIOLI CAROZZ,2180.0,TMP OFERTA 2X1790 - C,-390.0,Pastas
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802575002235,2,1090.0,2 X $1090,ESPIRALES 49 400GR,2180.0,TMP OFERTA 2X1790 - C,-390.0,Pastas
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802575004437,2,1090.0,2 X $1090,SPAGHETTI N*5,2180.0,TMP OFERTA 2X1790 - C,-390.0,Pastas
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802615006575,4,2290.0,4 X $2290,ARROZ MIRAFLORES G,9160.0,TMP OFERTA 1780 - C,-2040.0,Cereales y Legumbres
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802800576432,15,270.0,15 X $270,LIVEAN 7GR,4050.0,TMP OFERTA 5X1000 -,-1050.0,Bebidas y Jugos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802800576456,15,270.0,15 X $270,LIVEAN 7GR,4050.0,TMP OFERTA 5X1000 -,-1050.0,Bebidas y Jugos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802900002022,4,649.0,4 X $649,YOG PRT CHIR 155GR,2596.0,TMP OFERTA 4X2200 - C,-396.0,Lácteos y Huevos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802900002039,4,649.0,4 X $649,YOG PRT VAI 155GR,2596.0,TMP OFERTA 4X2200 - C,-396.0,Lácteos y Huevos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802900121013,2,2919.0,2 X $2919,MANTEQUILLA C SAL,5838.0,TMP OFERTA - 2490 JUM,-858.0,Lácteos y Huevos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802900130114,4,479.0,4 X $479,YOG SOP NATU 155G,1916.0,TMP OFERTA 4X1600 - C,-316.0,Lácteos y Huevos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802900401016,8,709.0,8 X $709,MANJARATE SOPROLE,5672.0,TMP OFERTA 4X2000 -,-1672.0,Snacks y Dulces
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802910007079,4,669.0,4 X $669,YOG PROT FUT 140G,2676.0,,0.0,Lácteos y Huevos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802920006918,1,3469.0,1 X $3469,PACK COLUN 12 UN,3469.0,,0.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802920009315,2,1399.0,2 X $1399,UHT ENTERA S L,2798.0,TMP OFERTA 2X2500 - C,-298.0,"Té, Café y Azúcar"
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802920009339,4,1399.0,4 X $1399,UHT DESCREMADA S L,5596.0,TMP OFERTA 2X2500 - C,-596.0,Lácteos y Huevos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802920116006,1,1929.0,1 X $1929,QUESO COLUN PARMES,1929.0,TMP OFERTA 1529 - CAF,-400.0,Lácteos y Huevos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802920242514,1,1889.0,1 X $1889,YOG BATIDO COLUN B,1889.0,,0.0,Lácteos y Huevos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802920801681,1,1889.0,1 X $1889,YOG BATIDO COLUN B,1889.0,,0.0,Lácteos y Huevos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802920801704,1,1889.0,1 X $1889,YOG BATIDO COLUN B,1889.0,,0.0,Lácteos y Huevos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7802950572452,4,799.0,4 X $799,CHANDELLE NESTLE C,3196.0,,0.0,Lácteos y Huevos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7803110108207,1,2890.0,1 X $2890,POROTO NEGRO BANQU,2890.0,,0.0,Cereales y Legumbres
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7803600000868,1,1890.0,1 X $1890,SAL DE MAR 800GR,1890.0,,0.0,Aceites y Condimentos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7804315004493,2,4990.0,2 X $4990,VIN ALIW CA 14G,9980.0,TMP DESCUENTO 30% -,-2994.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7804330006939,1,5590.0,1 X $5590,VINO S.RITA M.REAL,5590.0,TMP DESCUENTO 30% -,-1677.0,Vinos y Licores
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7804330121113,1,5590.0,1 X $5590,VINO S RITA M REAL,5590.0,TMP DESCUENTO 30% -,-1677.0,Vinos y Licores
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7804609730459,1,1599.0,1 X $1599,LIMP.CREMA WYN,1599.0,,0.0,Lácteos y Huevos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7804616320179,1,16990.0,1 X $16990,Aceite de Oliva E,16990.0,,0.0,Aceites y Condimentos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7804945033009,1,3149.0,1 X $3149,JAB SIM AVE DP1.5L,3149.0,,0.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7804945062559,1,2099.0,1 X $2099,SHAMPOO FAMILAND 7,2099.0,,0.0,Higiene Personal
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7805000323981,1,4990.0,1 X $4990,HELLM FRASCO 780,4990.0,TMP DESCUENTO 30% -,-1497.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7805025697494,1,1750.0,1 X $1750,LIM ALEGRA DIA 900,1750.0,,0.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7805040004956,1,8999.0,1 X $8999,DET.IGENIX HIG.3LT,8999.0,TMP OFERTA 4990 - C,-4009.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7806500962854,1,3099.0,1 X $3099,LADYSOFT SECA 14UN,3099.0,TMP DESCUENTO 20% - C,-620.0,Higiene Personal
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7806810011617,1,3549.0,1 X $3549,LAV.VIRUT.H.1200ML,3549.0,TMP DESCUENTO 25% -,-887.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7806810015516,1,4159.0,1 X $4159,T.VIRUTEX DES.90UN,4159.0,TMP OFERTA 3390 - CAF,-769.0,Productos de Limpieza y Hogar
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7806810020978,1,1690.0,1 X $1690,LAV.VIRUT.BIO.500M,1690.0,TMP DESCUENTO 25% -,-423.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910025795,1,4899.0,1 X $4899,BOLS HC 110X120 5U,4899.0,TMP DESCUENTO 15% - C,-735.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910028987,1,2499.0,1 X $2499,MAYONESA 400GR C C,2499.0,TMP OFERTA 1990 - CAE,-509.0,Aceites y Condimentos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910030096,2,2390.0,2 X $2390,PAPEL DHX4 FAMILY,4780.0,TMP OFERTA 2X2990 -,-1790.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910032588,1,1760.0,1 X $1760,AC VEGE C C 900 ML,1760.0,TMP OFERTA 1490 - CAE,-270.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910033783,4,1890.0,4 X $1890,JUREL CUISINE 300G,7560.0,,0.0,Pescados y Mariscos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910034049,1,3090.0,1 X $3090,LENT 5 MM CUISI 1K,3090.0,,0.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910037057,1,3499.0,1 X $3499,KET C CO DP 1 KG,3499.0,TMP OFERTA 2690 - CAE,-809.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910037835,4,650.0,4 X $650,SALSA C C NAT 200G,2600.0,TMP OFERTA 2x990 - CA,-620.0,Aceites y Condimentos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910038603,2,1790.0,2 X $1790,HAR INT 1K C CO,3580.0,TMP OFERTA 1000 - C,-1580.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910038740,4,399.0,4 X $399,B.ASA 50X65 10U HC,1596.0,TMP OFERTA 4X990 - CA,-604.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910040026,9,1390.0,9 X $1390,ATUN LOM AGUA CCO,12510.0,TMP OFERTA 3X3140 -,-3087.0,Pescados y Mariscos
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910041894,2,5629.0,2 X $5629,QUE.GAUDA 500GC C,11258.0,TMP OFERTA 4599 - C,-2060.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910043331,1,2799.0,1 X $2799,LIMPVID HC GAT 500,2799.0,TMP OFERTA 1990 - CAE,-809.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910045205,1,4790.0,1 X $4790,TOALL HC DL 100 MT,4790.0,TMP OFERTA 3490 - C,-1300.0,Otros
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7807910045755,1,1999.0,1 X $1999,SERV COCTEL HC 300,1999.0,TMP OFERTA 1599 - CAE,-400.0,"Té, Café y Azúcar"
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7809604030412,1,8590.0,1 X $8590,SCOTT RIN.22MT 24U,8590.0,TMP OFERTA 7290 - C,-1300.0,Productos de Limpieza y Hogar
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,7896005810286,1,8520.0,1 X $8520,CAFE CRUZEIRO LIOF,8520.0,,0.0,"Té, Café y Azúcar"
2844829225,v140036176jmch-01_1724247209906.pdf,2024-08-19,8853662005102,4,1490.0,4 X $1490,FIDEO AR VE EXOTIC,5960.0,,0.0,Higiene Personal
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,2406734035994,1,4758.0,1 X $4758,PECH POLLO ASAD SP,4758.0,TMP OFERTA 7560 - C,-1160.0,Carnes y Embutidos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,2487641022420,1,2242.0,1 X $2242,PLATANO EXTRA,2242.0,,0.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,2494244032022,1,3202.0,1 X $3202,QUESO MAASDAM,3202.0,TMP DESCUENTO 40% -,-1280.0,Lácteos y Huevos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,4005808829675,2,3690.0,2 X $3690,NIVEA DEO ACLAR. S,7380.0,TMP OFERTA 2X5390 -,-1990.0,Higiene Personal
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,6921180820001,1,1999.0,1 X $1999,SALSA SOYA LIGTH,1999.0,,0.0,Aceites y Condimentos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7613032443221,4,479.0,4 X $479,GALL MOROCHA 50GR,1916.0,,0.0,Snacks y Dulces
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7613036441513,1,4799.0,1 X $4799,PACK CHAMYTO FRAMB,4799.0,TMP OFERTA 3800 - CAF,-999.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7622210127334,2,2179.0,2 X $2179,GALLETA OREO GOLDE,4358.0,,0.0,Snacks y Dulces
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7790520029119,1,7190.0,1 X $7190,PACK LYSOFORM 2UN,7190.0,TMP OFERTA 5800 - C,-1390.0,Productos de Limpieza y Hogar
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7791293049601,2,3929.0,2 X $3929,REXONA M DEO,7858.0,TMP OFERTA 2X5790 -,-2068.0,Higiene Personal
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7793253099084,1,4419.0,1 X $4419,POETT FRAGANZA,4419.0,,0.0,Productos de Limpieza y Hogar
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7797453973786,2,1090.0,2 X $1090,WHISNACKCAR40G,2180.0,,0.0,Snacks y Dulces
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7800006010866,1,1990.0,1 X $1990,SNACK GATO FIT PU1,1990.0,,0.0,Mascotas
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7800006010873,1,1990.0,1 X $1990,SNACK GATO FIT PU,1990.0,,0.0,Mascotas
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7800120749062,1,3190.0,1 X $3190,VIVO QUINOA 250,3190.0,TMP OFERTA 2520 - CAF,-670.0,Cereales y Legumbres
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7801420002079,1,2990.0,1 X $2990,ARROZ NEGRO230G,2990.0,TMP OFERTA 2390 - CAF,-600.0,Cereales y Legumbres
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7801505002932,2,3880.0,2 X $3880,LENTEJA5MM IANSA1K,7760.0,,0.0,Cereales y Legumbres
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7801875000583,1,1649.0,1 X $1649,TE VERDE PREMIUM 2,1649.0,,0.0,"Té, Café y Azúcar"
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7801875058072,1,1089.0,1 X $1089,HIER MENT SUP 20 B,1089.0,,0.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7801875150431,1,1590.0,1 X $1590,FILM PLAST ALU 20M,1590.0,TMP OFERTA 1190 - LPM,-400.0,Productos de Limpieza y Hogar
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802100106094,2,5990.0,2 X $5990,CERVEZA ESPECIAL,11980.0,TMP OFERTA 2X8190 -,-3790.0,Vinos y Licores
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802130002878,1,13590.0,1 X $13590,CJ C CUSQU 4.8,13590.0,TMP OFERTA 8890 - C,-4700.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802200266001,10,265.0,10 X $265,VIVO NARAN.,2650.0,TMP OFERTA 10X2000 -,-650.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802200266049,10,265.0,10 X $265,VIVO PINA,2650.0,TMP OFERTA 10X2000 -,-650.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802215503429,8,299.0,8 X $299,MINI PALMERITA35GR,2392.0,,0.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802215503863,4,299.0,4 X $299,MINI LIMON 35G,1196.0,,0.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802225688994,1,1559.0,1 X $1559,G. CRACKER 270GR,1559.0,,0.0,Snacks y Dulces
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802300785891,1,4590.0,1 X $4590,SALS MALL PX6,4590.0,TMP OFERTA 3690 - CAF,-900.0,Aceites y Condimentos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802410110101,1,1169.0,1 X $1169,AJI GOURMET DE COL,1169.0,,0.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802575034038,2,1190.0,2 X $1190,SPAGUETTI 5 TRICOL,2380.0,TMP OFERTA 960 - CAF:,-460.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802800500819,1,6099.0,1 X $6099,GOLD DECAF 170GR,6099.0,TMP OFERTA 4350 - L,-1749.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802800576432,10,270.0,10 X $270,LIVEAN 7GR,2700.0,TMP OFERTA 5X1000 - C,-700.0,Bebidas y Jugos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802810002167,1,16820.0,1 X $16820,ACEITE OLIVA CHEF,16820.0,TMP OFERTA 14290 -,-2530.0,Aceites y Condimentos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802900001407,6,669.0,6 X $669,YOG PRT FRUT 155GR,4014.0,,0.0,Lácteos y Huevos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802900002381,2,2389.0,2 X $2389,LE PROT B SEMID 1L,4778.0,TMP OFERTA - 2000 JUM,-778.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802900003005,1,2049.0,1 X $2049,QUESO ROMANO 80G,2049.0,TMP OFERTA 1649 - CAF,-400.0,Lácteos y Huevos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802900048013,2,1339.0,2 X $1339,LECHE SOPROLE S LA,2678.0,TMP OFERTA2X - 2300 J,-378.0,Lácteos y Huevos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802910007079,6,669.0,6 X $669,YOG PROT FUT 140G,4014.0,,0.0,Lácteos y Huevos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802920006918,1,3469.0,1 X $3469,PACK COLUN 12 UN,3469.0,,0.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802920242514,2,1889.0,2 X $1889,YOG BATIDO COLUN B,3778.0,,0.0,Lácteos y Huevos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802920801681,1,1889.0,1 X $1889,YOG BATIDO COLUN B,1889.0,,0.0,Lácteos y Huevos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802950006612,2,590.0,2 X $590,SOPA MAGGI 76 GR,1180.0,,0.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802950006636,2,590.0,2 X $590,SOPA MAGGI 76GR,1180.0,,0.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7802950572452,8,799.0,8 X $799,CHANDELLE NESTLE C,6392.0,TMP OFERTA 4X2600 -,-1192.0,Lácteos y Huevos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7804621471057,1,1890.0,1 X $1890,ATUN R.CRUSOE 104,1890.0,TMP OFERTA 1590 - CAF,-300.0,Pescados y Mariscos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7804651620081,1,5699.0,1 X $5699,ALUSWEET 360 ML,5699.0,TMP DESCUENTO 20% -,-1140.0,"Té, Café y Azúcar"
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7804920015310,1,9179.0,1 X $9179,DET. LIQUIDO FUZOL,9179.0,TMP OFERTA 4990 - C,-4189.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7804920280879,1,1849.0,1 X $1849,LAVALOZAS FUZOL VI,1849.0,TMP OFERTA 1590 - CAF,-259.0,Productos de Limpieza y Hogar
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7804945062504,1,2099.0,1 X $2099,SHAMPOO FAMILAND 7,2099.0,,0.0,Higiene Personal
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7805000172497,1,3399.0,1 X $3399,DEN PEPSODENT3X90G,3399.0,TMP DESCUENTO 15% - C,-510.0,Higiene Personal
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7805000322441,1,4279.0,1 X $4279,MAY HELLMANNS 900,4279.0,TMP OFERTA - 2990 J,-1289.0,Aceites y Condimentos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7805010002791,1,10999.0,1 X $10999,PACK AIRWICK REC.,10999.0,TMP DESCUENTO 20% -,-2200.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7805080696616,1,1519.0,1 X $1519,CLORIND GEL FLO DP,1519.0,,0.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7805300050204,1,3790.0,1 X $3790,INST.TANAX 500CC,3790.0,,0.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7806500406389,1,3589.0,1 X $3589,T.ABOLENGO XL,3589.0,TMP OFERTA 2890 - CAF,-699.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7806500962854,1,3099.0,1 X $3099,LADYSOFT SECA 14UN,3099.0,TMP DESCUENTO 20% - C,-620.0,Higiene Personal
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7806540009298,1,10299.0,1 X $10299,P.FAV ACOL 22M 24,10299.0,TMP OFERTA 7990 - C,-2309.0,Productos de Limpieza y Hogar
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7806810015516,1,4159.0,1 X $4159,T.VIRUTEX DES.90UN,4159.0,,0.0,Productos de Limpieza y Hogar
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7807910026471,1,1099.0,1 X $1099,ESP LISA HOMECARX4,1099.0,TMP DESCUENTO 20% - C,-220.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7807910032588,1,1760.0,1 X $1760,AC VEGE C C 900 ML,1760.0,,0.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7807910034841,1,1290.0,1 X $1290,AZUCAR C C 1KG,1290.0,TMP OFERTA 1190 - CAF,-100.0,"Té, Café y Azúcar"
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7807910035190,3,1850.0,3 X $1850,ARR C CO G1 1KG,5550.0,,0.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7807910036272,1,1350.0,1 X $1350,SAL MAR BOL C CO1K,1350.0,,0.0,Aceites y Condimentos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7807910037835,2,650.0,2 X $650,SALSA C C NAT 200G,1300.0,TMP OFERTA 2X1000 - C,-300.0,Aceites y Condimentos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7807910038559,1,1490.0,1 X $1490,HAR SPOL 1K C CO,1490.0,TMP OFERTA 1000 - LPM,-490.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7807910038603,2,1790.0,2 X $1790,HAR INT 1K C CO,3580.0,TMP OFERTA 1000 - L,-1580.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7807910039679,1,2490.0,1 X $2490,SERV.HC MESA 200UN,2490.0,TMP OFERTA 1690 - CAE,-800.0,Otros
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7807910040026,4,1390.0,4 X $1390,ATUN LOM AGUA CCO,5560.0,TMP OFERTA 4X4400 -,-1160.0,Pescados y Mariscos
2872609199,v143039755jmch-01_1727045015812.pdf,2024-09-20,7807910041337,4,990.0,2 X $990,SPAG TRIDU C C 400,3470.0,TMP OFERTA 2X1490 - C,-490.0,Otros
